,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
179,17785,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,89,1,11.6,34,1,38,11,200
180,17787,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,96,1,12.2,40,0,44,12,200
181,17788,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,102,1,12.3,46,0,50,12,200
182,17789,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,108,1,12.4,51,0,56,12,200
183,17790,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,114,1,12.5,57,0,62,12,200
184,17791,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,119,1,12.5,61,0,62,12,200
185,17792,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,121,1,12.5,63,0,62,12,200
186,17795,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,127,1,13.2,67,0,66,14,200
187,17796,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,128,1,13.3,67,0,67,14,200
188,17799,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,133,1,13.6,70,0,67,19,200
189,17801,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,140,1,14.2,74,0,73,20,200
190,17802,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,141,1,14.3,73,0,74,20,200
191,17804,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,148,1,14.5,79,0,80,21,200
192,17805,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,149,1,14.6,79,0,81,21,200
193,17806,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,J Theron,150,1,15.1,79,0,82,21,200
194,17808,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,J Theron,157,1,15.3,85,0,88,22,200
195,17809,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,J Theron,157,2,15.4,79,1,88,22,200
196,18345,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,DL Vettori,9,0,1.2,9,0,8,1,181
197,18351,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,MF Maharoof,23,0,2.1,23,0,20,2,181
198,18355,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,MF Maharoof,28,0,2.5,28,0,25,2,181
199,18356,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,MF Maharoof,32,0,2.6,32,0,25,6,181
200,18363,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PJ Sangwan,38,0,3.6,38,0,26,10,181
201,18371,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,41,0,4.6,35,0,27,10,181
202,18376,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PJ Sangwan,46,0,5.5,33,0,32,10,181
203,18377,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PJ Sangwan,50,0,5.6,37,0,32,14,181
204,18379,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,57,0,6.2,39,0,33,20,181
205,18380,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,57,0,6.3,35,0,33,20,181
206,18381,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,57,0,6.4,34,0,33,20,181
207,18382,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,61,0,6.5,34,0,33,24,181
208,18383,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,A Mishra,65,0,6.6,38,0,33,28,181
209,18385,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PD Collingwood,67,0,7.2,39,0,34,29,181
210,18388,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PD Collingwood,69,0,7.5,36,0,35,30,181
211,18390,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,R Bhatia,74,0,8.1,41,0,39,31,181
212,18393,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,R Bhatia,76,0,8.4,38,0,40,32,181
213,18398,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PD Collingwood,85,0,9.3,45,0,48,33,181
214,18401,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PD Collingwood,87,0,9.5,46,0,49,33,181
215,18402,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,PD Collingwood,88,0,9.6,43,0,49,34,181
216,18403,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,R Bhatia,94,0,10.1,49,0,49,40,181
217,18404,149,07/04/2010,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,R Bhatia,94,1,10.2,49,1,49,40,181
218,18842,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,2,0,0.4,2,0,1,0,160
219,18843,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,3,0,0.5,3,0,1,1,160
220,18845,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,7,0,1.1,7,0,5,1,160
221,18846,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,7,0,1.2,7,0,5,1,160
222,18847,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,11,0,1.3,11,0,5,5,160
223,18848,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,12,0,1.4,12,0,6,5,160
224,18851,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,12,0,2.1,12,0,6,5,160
225,18852,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,13,0,2.2,13,0,7,5,160
226,18854,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,15,0,2.4,15,0,8,6,160
227,18856,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,17,0,2.5,17,0,8,7,160
228,18857,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,21,0,2.6,21,0,12,7,160
229,18862,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,26,0,3.5,26,0,16,8,160
230,18863,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,DW Steyn,30,0,3.6,30,0,20,8,160
231,18867,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,41,0,4.4,41,0,24,15,160
232,18868,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,47,0,4.5,47,0,30,15,160
233,18869,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,51,0,4.6,51,0,34,15,160
234,18871,153,10/04/2010,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,JH Kallis,52,1,5.2,51,1,34,16,160
235,19470,158,13/04/2010,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,CH Gayle,R Ashwin,2,0,0.4,2,0,1,1,139
236,19472,158,13/04/2010,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,CH Gayle,R Ashwin,3,0,0.6,3,0,2,1,139
237,19479,158,13/04/2010,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,CH Gayle,R Ashwin,17,0,2.1,17,0,10,7,139
238,19480,158,13/04/2010,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings,CH Gayle,R Ashwin,17,1,2.2,17,1,10,7,139
239,24990,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,0,0,0.1,0,0,0,0,181
240,24991,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,0,0,0.2,0,0,0,0,181
241,24992,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,0,0,0.3,0,0,0,0,181
242,24993,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,2,0,0.4,2,0,2,0,181
243,24994,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,2,0,0.5,2,0,2,0,181
244,24995,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,3,0,0.6,3,0,3,0,181
245,24996,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,JE Taylor,4,0,1.1,4,0,4,0,181
246,25002,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,12,0,2.1,12,0,8,4,181
247,25003,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,12,0,2.2,12,0,8,4,181
248,25004,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,18,0,2.3,18,0,14,4,181
249,25005,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,18,0,2.4,18,0,14,4,181
250,25006,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,24,0,2.5,24,0,20,4,181
251,25007,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,28,0,2.6,28,0,24,4,181
252,25011,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,JE Taylor,32,0,3.4,32,0,25,7,181
253,25017,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,39,0,4.4,39,0,26,13,181
254,25019,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,40,0,4.6,40,0,26,14,181
255,25021,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,41,0,5.2,41,0,26,15,181
256,25022,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,45,0,5.3,45,0,30,15,181
257,25023,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,51,0,5.4,49,0,36,15,181
258,25024,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,57,0,5.5,55,0,42,15,181
259,25025,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,Kamran Khan,57,0,5.6,54,0,42,15,181
260,25033,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,M Manhas,60,1,7.2,48,1,43,2,181
261,25037,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,M Manhas,67,1,7.6,39,1,45,7,181
262,25039,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,69,1,8.2,39,1,45,8,181
263,25042,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,74,1,8.5,38,1,49,9,181
264,25043,203,29/04/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,74,2,8.6,37,2,49,9,181
265,26474,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,0,0,0.1,0,0,0,0,205
266,26475,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,0,0,0.2,0,0,0,0,205
267,26476,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,4,0,0.3,4,0,4,0,205
268,26477,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,5,0,0.4,5,0,5,0,205
269,26480,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,9,0,1.1,9,0,5,4,205
270,26481,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,9,0,1.2,9,0,5,4,205
271,26482,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,9,0,1.3,9,0,5,4,205
272,26483,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,9,0,1.4,9,0,5,4,205
273,26484,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,9,0,1.5,9,0,5,4,205
274,26485,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,12,0,1.6,12,0,5,4,205
275,26486,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,12,0,2.1,12,0,5,4,205
276,26487,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,12,0,2.2,12,0,5,4,205
277,26488,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,13,0,2.3,13,0,6,4,205
278,26492,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,23,0,3.1,23,0,12,8,205
279,26493,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,29,0,3.2,29,0,18,8,205
280,26494,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,30,0,3.3,30,0,19,8,205
281,26498,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,38,0,4.1,38,0,19,16,205
282,26499,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,42,0,4.2,42,0,23,16,205
283,26500,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,42,0,4.3,42,0,23,16,205
284,26501,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,43,0,4.4,43,0,24,16,205
285,26503,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,47,1,4.6,47,1,28,0,205
286,26509,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,48,1,5.6,39,1,28,1,205
287,26516,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,55,1,6.6,43,1,29,6,205
288,26517,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,61,1,7.1,49,1,35,6,205
289,26518,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,67,1,7.2,54,1,41,6,205
290,26519,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,71,1,7.3,58,1,45,6,205
291,26520,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,72,1,7.4,55,1,46,6,205
292,26522,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,77,1,7.6,54,1,50,7,205
293,26527,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,88,1,8.5,50,1,56,12,205
294,26528,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,89,1,8.6,51,1,57,12,205
295,26529,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,95,1,9.1,53,1,63,12,205
296,26530,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,101,1,9.2,59,1,69,12,205
297,26531,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,101,1,9.3,58,1,69,12,205
298,26532,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,102,1,9.4,59,0,70,12,205
299,26538,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,114,1,10.4,66,0,74,20,205
300,26539,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,118,1,10.5,70,0,78,20,205
301,26540,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,122,1,10.6,74,0,82,20,205
302,26547,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,126,1,12.1,65,0,82,24,205
303,26548,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,126,1,12.2,59,0,82,24,205
304,26549,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,127,1,12.3,56,0,83,24,205
305,26551,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,134,1,12.5,61,0,89,25,205
306,26552,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,135,1,12.6,58,0,90,25,205
307,26553,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,141,1,13.1,64,0,96,25,205
308,26554,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,142,1,13.2,61,0,97,25,205
309,26557,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,145,1,13.5,57,0,99,26,205
310,26558,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,149,1,13.6,60,0,103,26,205
311,26560,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,150,1,14.2,49,0,103,27,205
312,26561,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,154,1,14.3,53,0,107,27,205
313,26562,215,06/05/2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,154,2,14.4,52,1,107,27,205
314,29064,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,5,0,0.4,5,0,4,0,175
315,29065,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,6,0,0.5,6,0,4,1,175
316,29070,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DE Bollinger,12,0,1.4,12,0,6,1,175
317,29071,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DE Bollinger,12,0,1.5,12,0,6,1,175
318,29072,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DE Bollinger,12,0,1.6,12,0,6,1,175
319,29076,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,22,0,2.4,22,0,15,2,175
320,29079,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,24,0,3.1,24,0,17,2,175
321,29080,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,30,0,3.2,30,0,17,8,175
322,29081,236,24/05/2011,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,30,1,3.3,30,1,17,8,175
323,29311,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,2,0,0.1,2,0,0,0,185
324,29312,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,6,0,0.2,6,0,4,0,185
325,29313,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,10,0,0.3,10,0,8,0,185
326,29314,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,15,0,0.3,15,0,8,0,185
327,29315,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,21,0,0.4,21,0,14,0,185
328,29316,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,23,0,0.5,23,0,16,0,185
329,29317,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,27,0,0.6,27,0,20,0,185
330,29325,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,40,0,2.1,40,0,24,8,185
331,29326,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,40,0,2.2,40,0,24,8,185
332,29327,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,44,0,2.3,44,0,28,8,185
333,29328,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,44,0,2.4,44,0,28,8,185
334,29329,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,45,0,2.5,45,0,29,8,185
335,29336,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,57,0,3.6,57,0,29,20,185
336,29339,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,62,0,4.3,62,0,33,21,185
337,29340,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,66,0,4.4,64,0,37,21,185
338,29341,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,67,0,4.5,65,0,38,21,185
339,29343,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,67,0,5.1,57,0,38,21,185
340,29344,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,67,0,5.2,52,0,38,21,185
341,29345,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,67,0,5.3,46,0,38,21,185
342,29346,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,SL Malinga,68,0,5.4,45,0,39,21,185
343,29349,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,69,0,6.1,38,0,40,21,185
344,29351,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,74,0,6.3,42,0,44,22,185
345,29352,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,74,0,6.4,38,0,44,22,185
346,29353,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,75,0,6.5,39,0,45,22,185
347,29359,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,RG Sharma,88,0,7.5,43,0,46,34,185
348,29361,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,91,0,8.1,45,0,47,36,185
